work_id,title,publication_year,journal_name,abstract,gender_category
https://openalex.org/W2148616293,Taxing Women: A Macroeconomic Analysis,2011,Journal of Monetary Economics,"Based on well-known evidence on labor supply elasticities, several authors have concluded that women should be taxed at lower rates than men. We evaluate the quantitative implications and merits of this proposition. Relative to the current system of taxation, setting a proportional tax rate on married females equal to 4% (8%) increases output and married female labor force participation by about 3.9% (3.4%) and 6.9% (4.0%), respectively. Gender-based taxes improve welfare and are preferred by a majority of households. Nevertheless, welfare gains are higher when the U.S. tax system is replaced by a proportional, gender-neutral income tax.",instrumental
https://openalex.org/W3123145016,Board Gender Diversity and Corporate Innovation: International Evidence,2019,Journal of Financial and Quantitative Analysis,"Abstract Using a novel database of firm patents and board characteristics across 45 countries, we examine both within- and cross-country determinants of board gender diversity and its relation to corporate innovation. Boards are more likely to include women in countries with narrower gender gaps, higher female labor market participation, and less masculine cultures. Firms with gender diverse boards have more patents and novel patents, and a higher innovative efficiency. Further analyses suggest that gender diverse boards are associated with more failure-tolerant and long-term chief executive officer (CEO) incentives, more innovative corporate cultures, and more diverse inventors, characteristics that are conducive to an improved innovative performance.",instrumental
https://openalex.org/W3121416037,Gender and Board Activeness: The Role of a Critical Mass,2017,Journal of Financial and Quantitative Analysis,This study analyzes detailed minutes of board meetings of business companies in which the Israeli government holds a substantial equity interest. Boards with at least 3 directors of each gender are found to be at least 79% more active at board meetings than those without such representation. This phenomenon is driven by women directors in particular; they are more active when a critical mass of at least 3 women is in attendance. Gender-balanced boards are also more likely to replace underperforming chief executive officers (CEOs) and are particularly active during periods when CEOs are being replaced.,instrumental
https://openalex.org/W2114955149,Do Behavioral Biases Vary across Individuals? Evidence from Individual Level 401(k) Data,2006,Journal of Financial and Quantitative Analysis,"Abstract This paper investigates whether some individuals are prone to behavioral biases in their 401(k) investments. Using demographic data and allocation information for over 73,000 employees, I examine two allocation biases and a participation bias. The findings suggest that higher salaried employees tend to make significantly better choices. Participants who earn $100, 000 hold 12. 7% less in company stock, are 3% less likely to follow the framing 1/ n heuristic, and are 37.7% more likely to participate than those earning $46, 000. Women make better choices in two of the three cases and I find evidence of mental accounting.",gender_mechanisms
https://openalex.org/W3123075532,The Effects of Cultural Values on Bank Failures around the World,2020,Journal of Financial and Quantitative Analysis,"Abstract We conduct the first broad-based international study on bank-level failures covering 92 countries over 2000–2014, investigating national cultural variables as failure determinants. We find individualism and masculinity are positively associated with bank failure, but they operate through different channels. Managers in individualist countries assume more portfolio risk, while governments in masculine countries allow banks to operate with less liquidity and less often bail out troubled institutions. Findings are robust to accounting for endogeneity, different techniques and measures, and additional controls. Results have implications for prudential policies, including regulation, supervision, and bailout strategies, that may partially mitigate some negative effects of culture.",instrumental
https://openalex.org/W2988439477,Corporate Innovation: Do Diverse Boards Help?,2019,Journal of Financial and Quantitative Analysis,"Abstract We find that corporate innovation is positively related to board diversity as measured by a multidimensional index. The benefit of board diversity is more pronounced for firms with more complex operations, more experienced boards, and stronger external governance, suggesting that diverse boards have superior advising capacity. We find evidence to suggest that firms with diverse boards engage in more exploratory innovations and develop new technology in unfamiliar areas. As a result, they create a larger number of both most-cited and uncited patents. Finally, of the six different aspects of board diversity, professional diversity matters the most for corporate innovation.",instrumental
https://openalex.org/W2527954159,Gender Differences in Executives’ Access to Information,2017,Journal of Financial and Quantitative Analysis,"We provide novel evidence on gender differences in insider-trading behavior and the profitability of senior corporate executives. On average, both female and male executives make positive profits from insider trading. Males, however, earn significantly more than females in equivalent positions and also trade more than females. These gender differences disappear when we limit the sample to firms in which female trading is relatively high. Collectively, these results suggest that female executives have a disadvantage relative to males in access to inside information, even if they have equal formal status, and informal networks may play an important role in attenuating this disadvantage.",sex_differences_catalogue
https://openalex.org/W3000679464,"Gender, Credit, and Firm Outcomes",2020,Journal of Financial and Quantitative Analysis,"Abstract Small and micro-enterprises are usually majority-owned by entrepreneurs. Using a unique sample of loan applications from such firms, we study the role of owners’ gender in bank credit decisions and post-credit-decision firm outcomes. We find that, ceteris paribus, female entrepreneurs are more prudent loan applicants than are males because they are less likely to apply for credit or to default after loan origination. The relatively more aggressive behavior of male applicants pays off, however, in terms of higher average firm performance after loan origination.",instrumental
https://openalex.org/W3035999781,Does Local Capital Supply Matter for Public Firms’ Capital Structures?,2020,Journal of Financial and Quantitative Analysis,"Abstract Publicly listed firms respond to capital supply conditions shaped by local investing preferences. Public firms headquartered in areas with higher proportions of senior citizens and women use more debt financing. These demographics are associated with conservative investing, leading to a higher and more stable local supply of debt capital. The demographics–leverage relation is more pronounced for firms that cannot easily tap public bond markets, which is the majority of public firms. Changes in firms’ financing activities around exogenous shocks to credit supplies, including interstate banking deregulation and the 2008–2009 financial crisis, support the local capital supply hypothesis.",instrumental
https://openalex.org/W1791695206,Learning to Take Risks? The Effect of Education on Risk-Taking in Financial Markets,2018,Review of Finance,"Abstract We investigate whether acquiring more primary education has long-term effects on risk-taking behavior in financial markets. Using exogenous variation in education from a compulsory schooling change combined with wealth data for the Swedish population, we estimate the effect of education on stock market participation and on the share of financial wealth invested in stocks, conditional on participation. For men, an extra year of education increases market participation by two percentage points and the share of financial wealth allocated to stocks by 10%. We find suggestive evidence that greater financial wealth is a potential channel through which education increases participation, consistent with the existence of fixed costs. Lower risk aversion is a potential channel through which education increases the stock share. The reform has less effect on female schooling attainment and there is no evidence that this additional education affects women’s asset allocation. There is no evidence of spillovers to children.",instrumental
https://openalex.org/W3111826809,"Gender Dynamics in Crowdfunding (Kickstarter): Evidence on Entrepreneurs, Backers, and Taste-Based Discrimination",2020,Review of Finance,"Abstract This study focuses on the launch phase of the leading reward-based crowdfunding market—Kickstarter. It documents the behavior of male and female entrepreneurs in raising early stage capital. We find that women share as entrepreneurs in the platform (34.7%) does not equal to their share in the overall population, and they are concentrated in stereotyped sectors, both as entrepreneurs and as backers. We also find that women do not set lower funding goals than men, they enjoy higher rates of success than men, even after controlling for project categories and funding goals, and that backers of both genders have a tendency to fund entrepreneurs of their own gender. Our survey of Kickstarter backers finds evidence of taste-based discrimination by male backers.",gender_mechanisms
https://openalex.org/W2548691918,The Effect of Prior Investment Outcomes on Future Investment Decisions: Is There a Gender Difference?,2016,Review of Finance,"Abstract We use our survey of finance professors from universities across the USA to investigate whether men and women react differently to prior gains and losses. We find that after incurring a loss, a large fraction of men continue to invest in stocks, but a majority of women tend to avoid investing in stocks. Even though prior losses increase the expectation of unfavorable market conditions, we find that women are more likely than men to expect unfavorable market conditions irrespective of whether they have made a gain or a loss in their prior stock market investments.",instrumental
https://openalex.org/W2171390491,Portfolio Choice and Mental Health,2012,Review of Finance,"Abstract Close to 30% of the US population experiences at least one mental or substance abuse disorder each year. Given the prevalence of mental health issues, this paper analyzes the role of mental health and cognitive functioning in household portfolio choice decisions. Generally, we find that households affected by mental health issues decrease investments in risky instruments. Various mental health issues can reduce the probability of holding risky assets by up to 19%. Moreover, single women diagnosed with psychological disorders increase investments in safe assets. We also find that cognitive functioning issues are associated with an increase in financial assets devoted to retirement accounts.",instrumental
https://openalex.org/W3123076947,Gender Gap in Personal Bankruptcy Risks: Empirical Evidence from Singapore,2016,Review of Finance,"Abstract Gender gap can arise due to various factors—socio-economic, culture, risk attitudes, and macro-economic circumstances. Using a unique dataset that merges motor vehicle events with bankruptcy outcomes and personal data from Singapore, this study finds significant evidence of a gender gap in personal bankruptcy risk. We show that women’s odds of being involved in bankruptcy events are 28% of those of men after controlling for demographic variables, housing type, cultural and spatial fixed effects. Using motor vehicle accidents as an instrument, we confirm that the gender gap in bankruptcy risk is mainly driven by risk-taking behavior. The heterogeneity analyses show that culture also explains part of the difference. Chinese, Indian, and Malay women have differential bankruptcy rates in Singapore.",instrumental
https://openalex.org/W1991615152,Market Structure and Discrimination: The Case of Small Businesses,1998,"Journal of Money, Credit and Banking","This paper examines bank market structure to draw inferences concerning the role of discrimination in credit markets for small businesses. The authors analyze credit application and denial rates, loans outstanding, and interest rates across demographic groups. This set of variables, in combination with information on local bank market structure, helps them distinguish among borrower preferences, lender tastes, and inadequate lender information as likely causes of differences in credit market experiences of small business operators from distinct demographic groups. The authors find that white men and women can expect similar treatment in credit markets, with some benefits to female-owned firms located in concentrated banking markets. Minorities, by contrast, fare worse than whites. Moreover, by appealing to Becker's (1957) classic theories, we find some clear evidence to support the view that prejudicial discrimination is at least partly to blame.",gender_mechanisms
https://openalex.org/W2581396160,Inflation and Innovation in a Schumpeterian Economy with North–South Technology Transfer,2018,"Journal of Money, Credit and Banking","Abstract This study analyzes how inflation affects innovation and international technology transfer via cash‐in‐advance constraints on R&amp;D. We consider a North–South quality‐ladder model that features innovative Northern R&amp;D and adaptive Southern R&amp;D. We find that higher Southern inflation causes a permanent decrease in technology transfer, a permanent increase in the North–South wage gap, and a temporary decrease in the Northern innovation rate. Higher Northern inflation causes a temporary decrease in the Northern innovation rate, a permanent decrease in the North–South wage gap, and ambiguous effects on technology transfer. Finally, we calibrate the model to China–U.S. data to perform a quantitative analysis.",instrumental
https://openalex.org/W1963881172,Religion and Female Educational Attainment,2009,"Journal of Money, Credit and Banking","The paper reviews the literature on the education, gender, and religion nexuses and identifies plausible hypotheses that religion adversely affects female education. The link between major religions and female educational attainment is examined using the Barro‐Lee data set for a sample of 97 countries. The estimates include control variables for colonial heritage, urbanization, labor force participation, and young adult mortality. The estimates show powerful negative links between female educational attainment and the proportion of ethnoreligions, Hindu, and Muslim adherents in a country, with similar results for the gender gap. The paper offers some interpretative thoughts and research agendas.",instrumental
https://openalex.org/W2141852950,Heterogeneous Inflation Expectations and Learning,2015,"Journal of Money, Credit and Banking","Using the panel component of the Michigan Survey of Consumers, we estimate a learning model of inflation expectations, allowing for heterogeneous use of private information and lifetime inflation experience. Life experience inflation has a significant impact on individual expectations, but only for 1‐year‐ahead inflation. Public information is substantially more relevant for longer horizon expectations. Even controlling for life experience inflation and public information, idiosyncratic information explains a nontrivial proportion of the inflation forecasts of agents. Women, ethnic minorities, and less educated agents have a higher degree of heterogeneity in their idiosyncratic information, and give less importance to recent movements in inflation.",instrumental
https://openalex.org/W1985826731,International Market Implications of Declining Treasury Debt,2002,"Journal of Money, Credit and Banking","International Market Implications of Declining Treasury Debt Robert Neil McCauley (bio) Abstract This article argues that international financial markets could take declining net U.S. Treasury debt in stride under normal circumstances. First, declining net U.S. government debt does not force U.S. Treasuries to be retired. Instead, Asia-Pacific governments have established or sustained government securities markets despite fiscal surpluses. Second, developments in the U.S. dollar money market show that fixed income markets can generate their own private benchmarks. Finally, the world's central banks are well along in shifting their portfolios away from U.S. Treasury to other instruments. Questions remain about market functioning under stress without the typhoon harbor that Treasury securities have provided. In altering the outlook for the U.S. budget, the horrors of September 2001 have provided an opportunity for reasoned debate about policy in the event that chronic surpluses return. Prior to September, paying down the debt had almost come to define good policy rather than to be a consequence of good policy. The previous discussion had confused three separate, or at least separable, issues. First, there was a macroeconomic question about the appropriate path of underlying fiscal surpluses and deficits. Second, there was a financial question of the optimal Treasury debt policy, that is, the appropriate path of Treasury debt outstanding and its mix between straight and indexed debt and its maturity profile. Finally, there were financial and governance questions regarding the appropriate financial assets for the U.S. official sector to accumulate, whether the Treasury, the Federal Reserve, and/or some new Asset Management Corporation (AMCO). Working in the Asia-Pacific region, which contains some of the financially wealthiest governments on earth, it is appropriate for me to focus on the international aspects of these questions. The Asia-Pacific region offers examples of governments with chronic surpluses that nevertheless have government securities markets and of governments that are paying down their net debt while maintaining their government securities markets. [End Page 952] What follows attempts to answer these questions: What lessons can be learned in Asia and the Pacific about the reconciliation of budget surpluses and a government debt market? How well can the fixed income markets do without Treasury obligations? How can foreign central banks manage their portfolios without Treasury securities? Maintaining Government Bond Markets by Accumulating International Assets One thinks in this connection of countries enjoying a windfall of oil revenues, which often set up special funds to manage a fund for a future generation. Resource-poor but locationally rich Hong Kong and Singapore have each cumulated fiscal surpluses into more than $15,000 in foreign assets for every man, woman, and child. Hong Kong and Singapore: Building Debt Markets in the Presence of Surpluses The Hong Kong and Singapore governments have found it convenient to issue debt securities, notwithstanding their chronic fiscal surpluses. In Hong Kong the Monetary Authority has issued bills and notes in the amount of $14 billion, equivalent to less than a tenth of GDP. Singapore has issued S$50 billion (about $30 billion) of government securities, equivalent to almost a third of GDP, in a bid to build a government yield curve to serve as a base of pricing for corporate issues, swap yields, and so on. These wealthy governments have chosen to build up a stock of government debt notwithstanding surpluses by further building up foreign assets. These governments entrust their foreign assets with various institutions. In Singapore there are three. The Monetary Authority of Singapore manages some of the Lion City's foreign assets, and it distinguishes between a liquidity portfolio and an investment portfolio. Then there is the Government Investment Corporation, which invests in foreign bonds and equities. Finally, there is Temasek, which holds the government's equity stakes in Singaporean firms and also stakes in real estate and companies abroad. Hong Kong formerly divided its foreign assets between the Exchange Fund managed by the Monetary Authority and the separately managed Land Fund. Recently the two portfolios were merged. The Monetary Authority's portfolio is also divided along liquidity and investment lines. In an important respect, Singapore and Hong Kong do not provide appropriate analogies for the United States...",instrumental
https://openalex.org/W2530129800,The impact of board gender composition on dividend payouts,2017,Journal of Corporate Finance,"This paper investigates whether female independent directors are more likely to impose high dividend payouts. We find evidence that firms with a larger fraction of female directors on their board have greater dividend payouts. This finding is robust to alternative econometric specifications, and alternative measures of dividend payouts and female board representation. The positive effect of board gender composition on dividends remains when we employ propensity score matching, the instrumental variable approach, and difference-in-differences approach to address potential endogeneity concerns. Furthermore, we find that board gender composition significantly increases the dividend payout only for firms with weak governance, suggesting that female directors use dividend payouts as a governance device.",instrumental
https://openalex.org/W2982395087,Does board gender diversity affect renewable energy consumption?,2020,Journal of Corporate Finance,"This paper examines the effect of board gender diversity on renewable energy consumption. Using a panel of 11,677 firm-year observations from the USA for 2008–2016, we find a positive relationship between board gender diversity and renewable energy consumption. Moreover, boards require two or more women for women to have a significant impact on renewable energy consumption, consistent with the critical mass theory. Further, we document that the positive impact of female directors on renewable energy consumption stems from female independent rather than female executive directors. Finally, we find a positive effect of the interaction between renewable energy consumption and board gender diversity on firm financial performance. Our findings are robust to different identification strategies and estimation techniques.",instrumental
https://openalex.org/W2998842824,Does gender diversity on banks' boards matter? Evidence from public bailouts,2020,Journal of Corporate Finance,"We are the first to examine the impact of gender diversity on banks' boards on the probability and size of public bailouts. Our findings, based on a sample of listed European banks over the period 2005–2017, suggest that banks with more gender-diverse boards are less likely to receive a public bailout and receive a lower amount of bailout funds as a percentage of total assets than banks with less gender-diverse boards. Specifically, an increase by one standard deviation in gender diversity decreases the probability of a bailout by at least 2.44%, a significant reduction considering that the unconditional probability is 18.7%. Gender diversity is also positively related to bank performance, as proxied by ROA and Tobin's Q and with dividend payout ratios, consistent with the hypothesis that female directors are better monitors than male directors. These results are robust to a variety of econometric approaches and provide support for recent reforms in several EU countries regarding gender quotas.",instrumental
https://openalex.org/W2998214267,The gender gap in bank credit access,2020,Journal of Corporate Finance,"We use a sample of over 80,000 Spanish companies started by a sole entrepreneur between 2004 and 2014, and distinguish between male and female entrepreneurs demand for credit, credit approval ratio, and credit performance. We find that female entrepreneurs who start a business are less likely to ask for a loan. Of the female entrepreneurs requesting a credit, the probability of obtaining one in the founding year is significantly lower than their male peers in the same industry. This lower credit access disappears over the subsequent years, once the company has a track record of profits and losses. We also observe that women-led companies that receive a loan in the founding year are less likely to default as compared to men-led companies. This superior performance disappears for subsequent years, coinciding with the disappearance of the lower credit access. Taking all these results together, we rule out both taste-based discrimination and statistical discrimination in the credit industry, and point to the possible presence of double standards which might be a consequence of implicit (unconscious) discrimination.",gender_mechanisms
https://openalex.org/W2721316376,"Firm efficiency, foreign ownership and CEO gender in corrupt environments",2017,Journal of Corporate Finance,"We study the effects of corruption on firm efficiency using a unique dataset of private firms from 14 Central and Eastern European countries from 2000 to 2013. We find that an environment characterized by a high level of corruption has an adverse effect on firm efficiency. This effect is stronger for firms with a lower propensity to behave corruptly, such as foreign-controlled firms and firms managed by female CEOs, while local firms and firms with male CEOs are not disadvantaged. We also find that an environment characterized by considerable heterogeneity in the perception of corruption is associated with an increase in firm efficiency. This effect is particularly strong for foreign-controlled firms from low corruption countries, while no effect is observed for firms managed by a female CEO.",instrumental
https://openalex.org/W2000228957,Gender Differences in Risk Aversion and Expected Retirement Benefits,2007,Financial Analysts Journal,"Women are generally considered more risk averse than men. Controlling for age, income, and education, this study examined the impact of gender on the superannuation (retirement) fund risk preferences of staff in the Australian university sector. The findings suggest that women choose more conservative investment strategies than men and that lower income (which affects the amount members contribute to their superannuation funds) is the primary contributor to the lower projected retirement benefits of women. Providing members with a choice among risk levels in their retirement investments should significantly benefit male and female retirees.",instrumental
https://openalex.org/W2111085570,Gender and Job Performance: Evidence from Wall Street,2009,Financial Analysts Journal,"This study concerns the relationship between gender and job performance among brokerage firm equity analysts. Women’s representation in analyst positions dropped from 16 percent in 1995 to 14 percent in 2005. The study found significant gender-based differences in performance on various dimensions. For example, women cover roughly 9 stocks, on average, as compared with 10 for men, and women’s earnings estimates tend to be less accurate than men’s estimates. But the study also found that women are significantly more likely than men to be designated as All-Stars, which indicates that they outperform men in other aspects of job performance.",sex_differences_catalogue
https://openalex.org/W1774885619,"Sell-Side Analysts and Gender: A Comparison of Performance, Behavior, and Career Outcomes",2013,Financial Analysts Journal,"Using a comprehensive sample of investment recommendations, the authors investigated differences in the performance, behavior, and career outcomes of male and female sell-side analysts. They found that the recommendations of female analysts, compared with those of their male counterparts, produce similar abnormal returns but with lower idiosyncratic risks. Further, gender does not seem to negatively affect female analysts’ career outcomes as defined by their “star” rankings and job mobility among brokerage firms.",sex_differences_catalogue
https://openalex.org/W2118602871,A Mutual Fund to Yield Annuity-Like Benefits,2007,Financial Analysts Journal,"The shift away from defined-benefit pension plans is eliminating life annuities received upon retirement. Retiree incomes are becoming increasingly dependent upon retirees’ investment returns and savings consumption rates. The traditional solution, for retirees to purchase annuities, is expensive (because insurance companies must be compensated for bearing systematic investment and actuarial risks) and leaves the investor exposed to the risk of issuer default. The alternative investment vehicle proposed here would allow retirees to diversify life-expectancy risk but retain aggregate investment and actuarial risks. Participants would thus save the cost of the risk premiums for transferring those risks to an insurance company. As a result, the payments to participants from this alternative should be significantly higher than payments from a purchased annuity.The shift away from defined-benefit (DB) pension plans is eliminating life annuities received upon retirement. As a consequence, both longevity risk and investment risk are being transferred from employers to employees. Thus, retiree incomes are becoming increasingly dependent on retirees’ investment returns and the rate at which they choose to consume their savings.The traditional way to eliminate these risks is to purchase a life annuity. Annuities diversify retirees’ life-expectancy risks—but at a cost. The insurance company must charge enough to be compensated for bearing the systematic investment and actuarial risks in the annuity contracts. In addition, annuities leave retirees with credit risk—the risk that the insurance company will default.As an alternative to annuities, I propose an investment vehicle that has features of both mutual funds and tontines (a financial arrangement in which participants share in the arrangement’s advantages until all but one has died or defaulted, at which time the whole goes to that survivor). The vehicle would allow retirees to diversify their individual life-expectancy risk but through a structure that retains the aggregate investment and actuarial risks. By retaining the systematic risks, participants save the risk premiums associated with transferring them to an insurance company. As a result, the payments from the mutual fund/tontine hybrid should be significantly higher than those from a purchased annuity. In addition, a mutual fund–type structure imposes no default risk.Consider a mutual fund/tontine hybrid that is offered to a single age- and gender-specific cohort (e.g., 65-year-old men). Because the distribution of the participants’ life expectancies and the expected rate of return on assets are known, calculating an annual, fixed annuity payment that can be paid to each participant as long as they survive is straightforward. The tontine-like characteristic arises when participants die; at that time, all claims on assets remaining in the fund are lost. The assets are retained in the fund and used to make payments to surviving participants in the future. Unlike payments from a purchased annuity, however, the fund’s payments are not contractually fixed. Each year, the assumptions are updated and the “annuity” payments recalculated. The payments will vary as a result of differences between realized and expected returns, and between forecasted and realized actuarial experience.To evaluate the potential benefit of this structure, I compared the monthly payment quoted for a single-premium, immediate life annuity with one calculated for the fund/tontine structure. Purchasing an annuity with a $1 million investment would provide a monthly payment of $6, 460 for the 65-year-old retiree. By investing $1 million in the mutual fund/tontine hybrid (using a 4.5 percent interest rate assumption and current U.S. mortality tables), I found the retiree could expect to receive monthly payments of $7, 925. That is 123 percent of the purchased annuity.Tontines could be structured to meet various investment objectives by investing in fixed-income securities, combining bonds with stocks, or adding in Treasury Inflation-Protected Securities to produce an inflation-linked annuity. Also, the assets of more than one cohort could be pooled. That feature makes the tontine an attractive vehicle to annuitize cash-balance pension plans.The most important parameters required to estimate the “fair” payments are the expected return on assets and the expected mortality distribution. These parameters would not be known with certainty. As a result, when setting the tontine’s payment level, in addition to forecasting investment returns, the tontine’s sponsor would need to forecast longevity drift (changes in the longevity of the general population) and adverse selection (those who choose to participate living longer than the general population).Although tontines are not legal today, laws can be changed. The coming demographic wave of Baby Boomer retirees, combined with the steady disappearance of DB pension plans, creates a demand for new approaches to help retirees manage their finances. Properly structured tontine-like vehicles can make an important contribution to meeting that objective.",sex_differences_catalogue
https://openalex.org/W2901624045,STEM Parents and Women in Finance,2018,Financial Analysts Journal,"“STEM parents” refers to parents who work in a science, technology, engineering, or mathematics field. Using survey data from CFA Institute members, we show that parental careers differentially affect the future career choices of girls and boys. Among CFA Institute members, women are more likely to have a STEM parent (particularly a STEM mother) than men. Relative to the base rates at which girls and boys become CFA Institute members, STEM mothers increase the girls’ rate by 48% more than the boys’ rate; STEM fathers increase the girls’ rate 29% more than the boys’ rate. Our findings are consistent with the hypothesis that early role models, particularly female role models, influence women’s choice of a finance career.",instrumental
